,GameDuration,Winner,firstTower,firstInhibitor,firstDragon,firstRiftHerald,baronKillsdiff,riftHeraldKillsdiff,dragonKillsdiff,FIRE_DRAGONdiff,EARTH_DRAGONdiff,firstBaron,FIRE_DRAGONSoul,AIR_DRAGONdiff,ELDER_DRAGONdiff,WATER_DRAGONdiff,EARTH_DRAGONSoul,WATER_DRAGONSoul,AIR_DRAGONSoul
3407218586,1160,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3361081242,1175,-1,-1.0,1.0,,,0,0,0,,,,,,,,,,
3434743711,958,-1,-1.0,-1.0,-1.0,-1.0,0,-1,-2,,-1.0,,,,,-1.0,,,
3433957279,1281,-1,-1.0,,1.0,-1.0,0,-1,0,,-1.0,,,,,1.0,,,
3445098403,1440,-1,1.0,,-1.0,1.0,-1,2,-3,-1.0,-1.0,-1.0,,-1.0,,,,,
3437234085,1306,-1,-1.0,,-1.0,1.0,0,1,-1,-1.0,-1.0,,,,,1.0,,,
3411150759,2443,1,-1.0,-1.0,-1.0,-1.0,1,-2,0,0.0,-1.0,-1.0,,,,1.0,,,
3358459817,2182,-1,-1.0,-1.0,-1.0,-1.0,0,-2,-4,1.0,-1.0,-1.0,,,-1.0,-3.0,,-1.0,
3371960240,1949,-1,-1.0,-1.0,-1.0,-1.0,-1,-2,-3,-1.0,-1.0,-1.0,-1.0,,,-1.0,,,
3426092977,1676,1,1.0,1.0,1.0,1.0,0,0,0,0.0,1.0,,,,,-1.0,,,
3445491632,1890,1,1.0,1.0,-1.0,1.0,0,0,-1,1.0,-1.0,-1.0,,-1.0,,,,,
3417835441,681,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3438020534,1243,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3414558646,1353,1,1.0,1.0,-1.0,-1.0,-1,-2,-1,-1.0,-1.0,-1.0,,1.0,,,,,
3430811575,1296,-1,-1.0,-1.0,1.0,,0,0,1,,,,,1.0,,,,,
3437234105,1948,-1,1.0,-1.0,-1.0,,-1,0,0,1.0,0.0,-1.0,,-1.0,,,,,
3436447677,2165,1,1.0,1.0,-1.0,,-1,0,0,0.0,1.0,-1.0,,-1.0,,,,,
3325822916,1897,1,1.0,1.0,1.0,1.0,2,1,0,,-1.0,1.0,,1.0,,0.0,,,
3346794436,2201,1,1.0,1.0,-1.0,-1.0,0,-2,2,-1.0,-1.0,-1.0,,4.0,,,,,1.0
3417311173,2139,-1,1.0,-1.0,-1.0,1.0,-1,2,-1,1.0,-1.0,-1.0,,,,-1.0,,,
3285321668,2281,1,-1.0,-1.0,1.0,-1.0,0,-1,-1,-1.0,,-1.0,,1.0,,-1.0,,,
3361998790,1304,1,1.0,1.0,1.0,1.0,0,2,2,,,,,1.0,,1.0,,,
3442345931,1552,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,1.0,-1.0,-1.0,,,,-1.0,,,
3444180943,1761,1,1.0,1.0,1.0,-1.0,1,-1,2,0.0,1.0,1.0,,,,1.0,,,
3425699791,803,-1,1.0,,-1.0,,0,0,-1,,-1.0,,,,,,,,
3441035218,1266,-1,-1.0,,1.0,-1.0,0,-1,0,,1.0,,,,,-1.0,,,
3426093010,1618,1,1.0,1.0,-1.0,1.0,1,1,0,,0.0,1.0,,1.0,,-1.0,,,
3442345939,1078,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3430811605,1833,-1,1.0,1.0,1.0,,2,0,0,1.0,-2.0,1.0,,1.0,,,,,
3447457752,2048,-1,1.0,-1.0,1.0,-1.0,-2,-2,1,1.0,,-1.0,,-1.0,,1.0,,,
3428059105,1351,1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3423602657,1476,1,-1.0,1.0,1.0,-1.0,0,-1,3,1.0,,,,1.0,,1.0,,,
3447457764,1824,-1,1.0,1.0,,,0,0,0,,,,,,,,,,
3431991269,1452,-1,-1.0,,-1.0,-1.0,-1,-1,-3,-1.0,-1.0,-1.0,,-1.0,,,,,
3358590949,1021,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3290957798,1940,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-5,-1.0,-1.0,-1.0,,,-1.0,-2.0,,-1.0,
3421767656,747,-1,1.0,-1.0,-1.0,,0,0,-1,,,,,,,-1.0,,,
3440248805,1237,1,1.0,1.0,1.0,,1,0,4,,1.0,1.0,,2.0,,1.0,,,1.0
3429107684,1014,-1,-1.0,-1.0,-1.0,,0,0,-4,,-1.0,,,-2.0,,-1.0,,,-1.0
3374843885,964,1,1.0,,-1.0,1.0,0,1,0,-1.0,1.0,,,,,,,,
3425175535,1574,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3289122800,1979,-1,1.0,-1.0,-1.0,1.0,-1,2,-1,1.0,-1.0,-1.0,,,,-1.0,,,
3433564147,1793,-1,1.0,-1.0,-1.0,1.0,-2,0,2,,1.0,-1.0,,-1.0,,2.0,,,
3444443124,1888,-1,1.0,-1.0,-1.0,1.0,1,2,-2,-1.0,0.0,1.0,,-1.0,,,,,
3395422195,1179,1,1.0,,1.0,-1.0,0,0,3,1.0,,,,1.0,,1.0,,,
3435268088,1378,-1,-1.0,,-1.0,1.0,-1,1,-3,,-1.0,-1.0,,-1.0,,-1.0,,,
3446409209,1367,1,-1.0,1.0,,,0,0,0,,,,,,,,,,
3446933499,1681,-1,-1.0,-1.0,-1.0,-1.0,-1,0,-4,-2.0,-1.0,-1.0,-1.0,,,-1.0,,,
3414820861,1188,-1,-1.0,,-1.0,1.0,0,2,0,1.0,-1.0,,,,,,,,
3419670526,1802,1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3401189375,2027,1,1.0,1.0,1.0,1.0,1,0,3,,3.0,1.0,,1.0,,-1.0,1.0,,
3401320448,1564,-1,-1.0,-1.0,1.0,-1.0,-1,0,2,,1.0,-1.0,,1.0,,0.0,,,
3441690622,1332,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3405121539,1161,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3416918020,2430,-1,-1.0,-1.0,1.0,,1,0,0,-1.0,0.0,1.0,,,,1.0,,,
3442083843,1187,-1,1.0,-1.0,,,0,0,0,,,,,,,,,,
3433302027,1168,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3373139981,2168,1,1.0,1.0,1.0,1.0,2,2,5,1.0,1.0,1.0,,2.0,1.0,,,,1.0
3446278161,969,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3416393748,1344,1,1.0,1.0,1.0,1.0,1,2,3,1.0,1.0,1.0,,,,1.0,,,
3442870294,1196,1,1.0,-1.0,1.0,,1,0,2,2.0,,1.0,,-1.0,,1.0,,,
3444836377,925,1,1.0,,1.0,1.0,0,1,1,,,,,1.0,,,,,
3424389149,1600,-1,-1.0,-1.0,1.0,-1.0,-1,-1,2,1.0,0.0,-1.0,,,,1.0,,,
3411675166,1188,1,1.0,,-1.0,1.0,0,2,0,,-1.0,,,1.0,,,,,
3428714528,1237,-1,1.0,,-1.0,,0,0,-1,-1.0,,,,,,,,,
3448637473,1237,-1,-1.0,-1.0,-1.0,-1.0,0,-2,-1,-1.0,1.0,,,-1.0,,,,,
3429500960,1692,-1,-1.0,-1.0,1.0,-1.0,-1,-1,0,,-1.0,-1.0,,0.0,,1.0,,,
3367110691,1352,-1,-1.0,-1.0,1.0,-1.0,-1,-1,1,1.0,-1.0,-1.0,,1.0,,,,,
3435005990,1880,-1,1.0,-1.0,-1.0,-1.0,1,-1,-3,-1.0,-1.0,1.0,,,,-1.0,-1.0,,
3436447783,1105,1,1.0,1.0,1.0,,1,0,3,,1.0,1.0,,1.0,,1.0,,,
3416131627,1839,-1,-1.0,-1.0,1.0,-1.0,0,-2,0,1.0,,,,-2.0,,1.0,,,
3418884139,1080,1,1.0,,1.0,-1.0,0,-1,2,,,,,1.0,,1.0,,,
3441690670,894,1,1.0,1.0,1.0,,1,0,3,1.0,,1.0,,1.0,,1.0,,,
3383887918,1393,1,1.0,,1.0,1.0,1,2,3,1.0,1.0,1.0,,,,1.0,,,
3428059185,2109,1,1.0,1.0,-1.0,1.0,1,1,1,-1.0,-1.0,1.0,,,,3.0,,,
3412068401,1265,-1,1.0,1.0,,,0,0,0,,,,,,,,,,
3433695283,1889,-1,-1.0,-1.0,1.0,-1.0,-2,-1,1,-1.0,1.0,-1.0,,1.0,,,,,
3407349812,1582,1,1.0,1.0,1.0,1.0,1,1,3,1.0,,1.0,,1.0,,1.0,,,
3443918901,1835,-1,-1.0,-1.0,-1.0,-1.0,-1,-2,-3,-1.0,,-1.0,,-1.0,,-1.0,,,-1.0
3382446134,613,-1,-1.0,,-1.0,,0,0,-1,,-1.0,,,,,,,,
3427141686,1354,-1,-1.0,,-1.0,1.0,-1,2,-4,-1.0,-1.0,-1.0,,,,-2.0,,-1.0,
3406956596,1973,1,-1.0,1.0,-1.0,-1.0,2,-1,-2,,0.0,1.0,,-1.0,,-1.0,,,
3438544954,1673,1,-1.0,-1.0,1.0,-1.0,1,0,-2,-1.0,1.0,1.0,,-2.0,,,,,
3406432315,1397,-1,-1.0,-1.0,-1.0,-1.0,-1,-2,-1,-1.0,1.0,-1.0,,-1.0,,,,,
3435661373,1669,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-3,-1.0,-1.0,-1.0,,-1.0,,,,,
3440642114,953,1,1.0,1.0,-1.0,,1,0,0,,1.0,1.0,,-1.0,,,,,
3379169347,2040,1,-1.0,1.0,1.0,-1.0,2,0,3,,1.0,1.0,,3.0,,-1.0,,,1.0
3407218755,1469,-1,-1.0,,-1.0,-1.0,-1,-2,-3,-1.0,,-1.0,,-1.0,,-1.0,,,
3425699912,2184,-1,-1.0,-1.0,-1.0,-1.0,-2,-1,0,-1.0,2.0,-1.0,,,,-1.0,,,
3430549578,1645,1,1.0,1.0,1.0,1.0,1,0,2,1.0,0.0,1.0,,1.0,,,,,
3382839371,1118,-1,-1.0,,1.0,-1.0,0,-1,-1,-1.0,-1.0,,,,,1.0,,,
3395815501,1837,1,1.0,1.0,1.0,1.0,-1,0,1,,1.0,-1.0,,1.0,,-1.0,,,
3427010637,1050,-1,-1.0,1.0,1.0,,-1,0,2,1.0,,-1.0,,1.0,,0.0,,,
3412854861,2127,-1,1.0,-1.0,1.0,1.0,0,2,1,,-1.0,1.0,,1.0,,1.0,,,
3421243473,1279,-1,-1.0,1.0,1.0,,-1,0,0,-1.0,1.0,-1.0,,,,0.0,,,
3398961234,1965,-1,1.0,-1.0,-1.0,-1.0,-1,-2,-3,-1.0,-1.0,-1.0,,-1.0,,,-1.0,,
3433564242,2193,1,-1.0,-1.0,-1.0,1.0,0,1,2,1.0,,-1.0,,-1.0,,2.0,,1.0,
3419539541,1860,1,1.0,1.0,1.0,1.0,0,2,1,1.0,-1.0,,,,,1.0,,,
3423995998,1550,1,-1.0,1.0,-1.0,-1.0,-1,-1,-3,,-1.0,-1.0,,-1.0,,-1.0,,,
3421243491,993,1,-1.0,1.0,,,0,0,0,,,,,,,,,,
3402238053,1301,-1,-1.0,-1.0,1.0,-1.0,0,-2,0,,1.0,,,-1.0,,,,,
3423209573,1718,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-2,-1.0,-1.0,-1.0,,,,0.0,,,
3431204967,1868,-1,-1.0,-1.0,1.0,-1.0,0,-1,-2,-2.0,,,,1.0,,-1.0,,,
3431073896,2474,-1,1.0,1.0,1.0,,-3,0,2,2.0,1.0,-1.0,1.0,,,-1.0,,,
3442739305,1569,1,1.0,1.0,1.0,1.0,1,0,0,0.0,1.0,1.0,,-1.0,,,,,
3418622058,1948,-1,-1.0,-1.0,-1.0,-1.0,-2,-2,-3,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,
3441559664,1583,-1,-1.0,-1.0,-1.0,1.0,-1,2,-4,-2.0,-1.0,-1.0,-1.0,,,-1.0,,,
3428976756,1752,-1,-1.0,1.0,1.0,-1.0,-1,0,-1,-1.0,-1.0,-1.0,,,,1.0,,,
3448113274,892,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3429107834,2240,-1,1.0,-1.0,-1.0,1.0,0,0,-4,-1.0,-1.0,1.0,-1.0,,-1.0,-1.0,,,
3350726780,1414,1,1.0,1.0,1.0,,0,0,2,,1.0,,,,,1.0,,,
3442608255,2044,-1,1.0,-1.0,-1.0,1.0,-2,1,-1,,1.0,-1.0,,-1.0,,-1.0,,,
3435923588,1383,-1,-1.0,-1.0,-1.0,-1.0,0,-2,-3,-1.0,,,,-1.0,,-1.0,,,
3325298822,1805,1,1.0,1.0,-1.0,-1.0,1,-1,-1,-1.0,-1.0,1.0,,,,1.0,,,
3438020745,1944,-1,-1.0,-1.0,-1.0,1.0,-2,0,1,-1.0,1.0,-1.0,,1.0,,,,,
3428583562,1020,1,1.0,,-1.0,1.0,0,1,-1,,-1.0,,,,,,,,
3265398922,1738,1,-1.0,1.0,-1.0,1.0,0,0,-1,-1.0,-1.0,,,,,1.0,,,
3393980556,1072,1,1.0,1.0,1.0,1.0,0,1,0,-1.0,,,,,,1.0,,,
3445885069,1365,1,1.0,,-1.0,1.0,0,1,1,,-1.0,,,1.0,,1.0,,,
3425699980,1068,-1,-1.0,-1.0,-1.0,-1.0,0,-2,-2,-1.0,-1.0,,,,,,,,
3324512393,1634,-1,1.0,-1.0,-1.0,1.0,-1,2,-2,-1.0,-1.0,-1.0,,,,0.0,,,
3425044626,1859,1,-1.0,1.0,-1.0,1.0,1,0,-3,,-3.0,1.0,,1.0,,-1.0,-1.0,,
3445229715,870,1,-1.0,1.0,1.0,,0,0,2,,1.0,,,1.0,,,,,
3412986006,1524,-1,1.0,-1.0,-1.0,1.0,-1,2,-2,-2.0,,-1.0,,-1.0,,1.0,,,
3408005275,1330,1,1.0,,1.0,1.0,1,2,3,1.0,,1.0,,1.0,,1.0,,,
3448637596,1078,1,1.0,1.0,1.0,,1,0,-2,1.0,-1.0,1.0,,-2.0,,,,,
3311798428,1191,1,-1.0,1.0,1.0,-1.0,0,0,2,1.0,1.0,,,,,,,,
3319531678,820,1,1.0,1.0,1.0,1.0,0,1,1,,1.0,,,,,,,,
3395815581,1167,1,1.0,1.0,-1.0,1.0,0,2,0,,1.0,,,,,-1.0,,,
3442870433,1497,-1,-1.0,-1.0,1.0,-1.0,-1,-2,1,,1.0,-1.0,,-1.0,,1.0,,,
3412854945,1385,-1,1.0,1.0,,,0,0,0,,,,,,,,,,
3408398500,1230,1,1.0,1.0,-1.0,1.0,0,2,0,1.0,-1.0,,,,,,,,
3424258215,1485,-1,-1.0,-1.0,-1.0,,1,0,1,,1.0,1.0,,1.0,,-1.0,,,
3430811815,1326,1,1.0,1.0,1.0,1.0,0,2,3,1.0,1.0,,,,,1.0,,,
3426355369,1604,1,1.0,1.0,1.0,1.0,1,2,0,,-1.0,1.0,,1.0,,0.0,,,
3367241898,2685,-1,1.0,1.0,-1.0,1.0,-1,1,3,1.0,-1.0,1.0,,,1.0,2.0,,1.0,
3368814761,1496,1,1.0,1.0,1.0,1.0,0,2,3,1.0,1.0,,,,,1.0,,,
3440904365,2272,1,1.0,1.0,-1.0,-1.0,1,-1,-1,1.0,-1.0,1.0,,,,-1.0,,,
3352823991,1818,1,-1.0,1.0,1.0,-1.0,2,-1,3,-1.0,3.0,1.0,,,,1.0,1.0,,
3440117944,1792,1,-1.0,1.0,-1.0,1.0,2,0,0,-1.0,0.0,1.0,,,,1.0,,,
3396864187,1789,1,-1.0,1.0,-1.0,-1.0,1,-1,-2,,-1.0,1.0,,-1.0,,0.0,,,
3375106238,1991,-1,1.0,-1.0,1.0,1.0,1,1,1,1.0,-1.0,1.0,,,,1.0,,,
3446278335,1417,1,1.0,1.0,1.0,,2,0,5,1.0,,1.0,,2.0,1.0,1.0,,,1.0
3442346177,1305,1,-1.0,1.0,,,0,0,0,,,,,,,,,,
3429894338,939,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3410888902,1132,-1,-1.0,-1.0,-1.0,-1.0,0,-2,-3,-1.0,,,,-1.0,,-1.0,,,
3402107079,1988,-1,1.0,-1.0,-1.0,1.0,-1,0,-5,-2.0,,-1.0,-1.0,-1.0,-1.0,-1.0,,,
3433957578,2141,-1,1.0,-1.0,-1.0,1.0,1,1,-5,-2.0,-1.0,1.0,-1.0,-1.0,-1.0,,,,
3437889739,1398,-1,-1.0,,-1.0,-1.0,0,-2,-4,-2.0,-1.0,,-1.0,,,-1.0,,,
3433695437,1346,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3424651470,1264,1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3447982287,1596,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3423996112,548,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3443919056,1285,-1,-1.0,1.0,,,0,0,0,,,,,,,,,,
3361999060,1269,1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3438545110,1146,-1,1.0,-1.0,1.0,,-1,0,2,0.0,,-1.0,,1.0,,1.0,,,
3428059351,723,-1,-1.0,,1.0,,0,0,0,1.0,-1.0,,,,,,,,
3415083223,2444,-1,-1.0,-1.0,-1.0,,-2,0,-2,,-1.0,-1.0,,-1.0,,0.0,,-1.0,
3401844952,1317,-1,1.0,-1.0,-1.0,1.0,0,0,-3,-1.0,-1.0,,,-1.0,,,,,
3438282970,802,1,1.0,1.0,1.0,,0,0,3,1.0,1.0,,,,,1.0,,,
3439069403,1980,1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3444705500,1565,-1,-1.0,-1.0,1.0,1.0,-1,0,1,1.0,-1.0,-1.0,,1.0,,,,,
3444705498,1984,-1,-1.0,-1.0,-1.0,-1.0,-2,-2,-5,,-1.0,-1.0,,-2.0,-1.0,-1.0,,,-1.0
3422161115,1541,-1,-1.0,-1.0,-1.0,,-3,0,-3,-2.0,,-1.0,-1.0,-1.0,1.0,-1.0,,,
3395815647,2070,-1,-1.0,-1.0,1.0,-1.0,0,-1,0,1.0,-2.0,-1.0,,,,1.0,,,
3437627619,830,-1,1.0,-1.0,,,0,0,0,,,,,,,,,,
3446540516,1304,1,1.0,,-1.0,1.0,0,1,-1,1.0,-1.0,,,,,-1.0,,,
3433957611,1850,1,1.0,1.0,1.0,1.0,-1,1,3,,3.0,-1.0,,-1.0,,1.0,1.0,,
3368552684,1498,-1,1.0,,-1.0,1.0,0,0,-4,-1.0,-2.0,,,-1.0,,,-1.0,,
3426879724,1567,1,1.0,1.0,-1.0,1.0,-1,2,-2,-1.0,-2.0,-1.0,,1.0,,,,,
3415083246,1872,-1,-1.0,-1.0,-1.0,1.0,-2,0,-3,-1.0,,-1.0,,-1.0,,-1.0,,,-1.0
3383232748,1315,1,1.0,,1.0,-1.0,0,0,0,,-1.0,,,1.0,,,,,
3429763309,1071,1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3440380151,752,-1,1.0,-1.0,1.0,,0,0,2,,1.0,,,1.0,,,,,
3413641466,1559,-1,-1.0,1.0,,,0,0,0,,,,,,,,,,
3424651515,719,1,1.0,,1.0,,0,0,1,1.0,,,,,,,,,
3349285115,1796,1,-1.0,1.0,-1.0,1.0,-1,1,0,-1.0,-1.0,-1.0,,2.0,,,,,
3415214334,898,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3444967682,2102,-1,1.0,-1.0,-1.0,1.0,-2,1,-3,,-1.0,-1.0,,-1.0,,-1.0,,,-1.0
3269200130,1153,1,1.0,,1.0,1.0,0,2,3,1.0,,,,1.0,,1.0,,,
3444181254,2206,1,-1.0,1.0,-1.0,1.0,2,2,-5,-1.0,-1.0,1.0,,-2.0,-1.0,,,,-1.0
3425044742,1589,-1,-1.0,-1.0,1.0,-1.0,-1,-1,2,-1.0,2.0,-1.0,,1.0,,,,,
3407874312,1005,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3347581193,1433,1,1.0,,-1.0,1.0,1,1,-1,-1.0,-1.0,1.0,,1.0,,,,,
3306948874,1688,1,1.0,1.0,-1.0,1.0,1,0,1,-1.0,-1.0,1.0,,,,3.0,,,
3437365512,1263,-1,-1.0,-1.0,-1.0,,-1,0,-4,-1.0,-2.0,-1.0,,-1.0,,,-1.0,,
3427141906,1331,-1,-1.0,-1.0,-1.0,-1.0,0,-2,-3,,-1.0,,,-1.0,,-1.0,,,
3437103382,1113,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3328837912,797,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3440118040,2207,1,1.0,1.0,-1.0,1.0,2,2,-1,,-1.0,1.0,,1.0,,-1.0,,,
3411151130,1587,1,1.0,1.0,-1.0,1.0,1,2,0,,2.0,1.0,,-1.0,,-1.0,,,
3426486556,1117,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3293055264,2152,-1,1.0,1.0,1.0,1.0,0,0,-1,-1.0,,1.0,,1.0,,-1.0,,,
3442084133,911,-1,1.0,-1.0,,,0,0,0,,,,,,,,,,
3414559014,1415,-1,1.0,-1.0,-1.0,-1.0,0,-2,-3,,-1.0,,,-1.0,,-1.0,,,
3396077861,1976,-1,-1.0,-1.0,1.0,-1.0,-2,-1,-3,,1.0,-1.0,,-3.0,,-1.0,,,-1.0
3438807336,1102,-1,1.0,1.0,-1.0,,-1,0,-3,-1.0,,-1.0,,-1.0,,-1.0,,,
3421249951,654,-1,-1.0,,-1.0,,0,0,-2,,-1.0,,,-1.0,,,,,
3434088749,994,1,1.0,1.0,-1.0,1.0,0,1,0,,,,,-1.0,,1.0,,,
3416262959,2222,-1,1.0,1.0,1.0,-1.0,0,0,3,1.0,,1.0,,1.0,-1.0,2.0,,1.0,
3312322864,1875,-1,1.0,-1.0,-1.0,1.0,-1,0,2,2.0,-1.0,-1.0,,1.0,,,,,
3416000817,1298,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3436054837,1605,-1,-1.0,-1.0,-1.0,-1.0,0,-2,-4,,-1.0,,,-2.0,,-1.0,,,-1.0
3339323703,1715,1,1.0,1.0,-1.0,-1.0,1,-1,1,1.0,1.0,1.0,,-1.0,,,,,
3424913721,1695,-1,1.0,-1.0,-1.0,1.0,-1,0,-4,-1.0,,-1.0,,-2.0,,-1.0,,,-1.0
3364489530,2109,1,-1.0,1.0,-1.0,-1.0,-1,-2,0,,1.0,-1.0,,0.0,,-1.0,,,
3438414137,2013,-1,1.0,-1.0,-1.0,1.0,-1,2,-1,,-1.0,-1.0,,1.0,,-1.0,,,
3436448060,2219,1,1.0,-1.0,1.0,1.0,0,1,2,1.0,0.0,1.0,,,,1.0,1.0,,
3426486590,1217,-1,-1.0,-1.0,-1.0,,-1,0,1,-1.0,,-1.0,,-1.0,,3.0,,,
3441035585,1138,1,1.0,1.0,-1.0,,0,0,0,,-1.0,,,2.0,,-1.0,,,
3435792706,1774,1,1.0,1.0,1.0,-1.0,1,0,0,-2.0,1.0,1.0,,,,1.0,,,
3445885249,1414,1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3314157893,1460,-1,-1.0,-1.0,-1.0,1.0,-1,0,-1,,-1.0,-1.0,,1.0,,-1.0,,,
3447982406,1185,1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3395029322,927,1,-1.0,,1.0,,0,0,0,,,,,-1.0,,1.0,,,
3434875213,1996,1,1.0,1.0,-1.0,1.0,2,0,3,3.0,-1.0,1.0,1.0,,,1.0,,,
3425569104,1862,1,1.0,-1.0,-1.0,,1,0,1,-1.0,1.0,1.0,,,,1.0,1.0,,
3445098834,929,-1,-1.0,,-1.0,1.0,0,1,-2,-1.0,-1.0,,,,,,,,
3410495827,2021,-1,1.0,-1.0,1.0,-1.0,-2,-1,1,1.0,1.0,-1.0,,,,-1.0,,,
3391490391,1415,-1,1.0,,1.0,-1.0,1,-1,-1,-1.0,1.0,1.0,,-1.0,,,,,
3429108057,1344,1,1.0,,1.0,1.0,0,2,1,1.0,-1.0,,,,,1.0,,,
3434744154,1755,1,-1.0,1.0,1.0,1.0,1,0,-2,-2.0,1.0,1.0,,,,-1.0,,,
3443657051,1048,1,-1.0,-1.0,-1.0,,1,0,1,1.0,-1.0,1.0,,1.0,,,,,
3442346333,1372,-1,-1.0,1.0,,,0,0,0,,,,,,,,,,
3421112670,1400,1,1.0,1.0,-1.0,,-1,0,0,,-1.0,-1.0,,0.0,,1.0,,,
3433957727,1044,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3448506728,1088,1,1.0,,1.0,1.0,0,1,2,,1.0,,,,,1.0,,,
3444967784,1400,1,1.0,,-1.0,1.0,0,1,0,,1.0,,,,,-1.0,,,
3428977003,1580,-1,-1.0,-1.0,-1.0,-1.0,-1,-2,-4,-1.0,-1.0,-1.0,,-2.0,,,,,-1.0
3444836717,725,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3374713198,1333,1,1.0,1.0,-1.0,1.0,0,2,1,1.0,1.0,,,-1.0,,,,,
3436841329,1630,-1,-1.0,-1.0,-1.0,,0,0,-2,1.0,-2.0,,,,,-1.0,,,
3429108083,1868,-1,-1.0,-1.0,-1.0,-1.0,-1,-2,1,1.0,1.0,-1.0,,,,-1.0,,,
3439069557,1697,1,-1.0,1.0,-1.0,1.0,0,1,0,-1.0,-1.0,,,2.0,,,,,
3409578360,1330,1,1.0,1.0,1.0,-1.0,0,0,3,1.0,1.0,,,1.0,,,,,
3429239162,1919,1,-1.0,1.0,-1.0,-1.0,0,-1,1,1.0,,-1.0,,1.0,,-1.0,,,
3385723261,1796,1,1.0,1.0,1.0,1.0,1,2,4,2.0,1.0,1.0,1.0,1.0,,,,,
3434875262,1933,-1,-1.0,-1.0,1.0,-1.0,-1,-1,-1,,1.0,-1.0,,-3.0,,1.0,,,
3365276029,1446,-1,-1.0,-1.0,1.0,-1.0,-1,-1,-1,,-1.0,-1.0,,-1.0,,1.0,,,
3425438078,1616,-1,-1.0,-1.0,1.0,,1,0,0,1.0,,1.0,,1.0,,-2.0,,,
3423996291,2110,1,-1.0,1.0,-1.0,-1.0,0,-1,1,1.0,,1.0,,-1.0,,1.0,,,
3443132804,1870,1,-1.0,1.0,1.0,,1,0,2,2.0,1.0,1.0,,-1.0,,,,,
3438283140,1610,1,-1.0,1.0,1.0,-1.0,1,-2,4,,1.0,1.0,,2.0,,1.0,,,1.0
3417311622,2018,-1,-1.0,-1.0,1.0,-1.0,-2,-2,-3,-3.0,1.0,-1.0,-1.0,,,-1.0,,,
3348892040,1927,-1,1.0,1.0,1.0,-1.0,2,-1,-3,-1.0,-3.0,1.0,,1.0,,,-1.0,,
3446802825,2045,1,1.0,1.0,1.0,1.0,1,2,1,1.0,,1.0,,1.0,,-1.0,,,
3340372363,1977,1,-1.0,1.0,-1.0,-1.0,1,-2,1,,-1.0,1.0,,-1.0,,3.0,,,
3400927628,1772,-1,-1.0,-1.0,1.0,1.0,-2,1,0,,-1.0,-1.0,,0.0,,,,,
3442739596,2129,-1,1.0,-1.0,1.0,-1.0,-1,-2,-3,-1.0,,-1.0,,-3.0,,1.0,,,-1.0
3447589262,1346,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3439200654,1156,1,-1.0,1.0,,,0,0,0,,,,,,,,,,
3410102674,958,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3436579218,942,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3448375701,2013,-1,-1.0,-1.0,1.0,,-1,0,2,1.0,0.0,-1.0,,1.0,,,,,
3373140373,2096,-1,-1.0,-1.0,-1.0,-1.0,-2,0,-5,-1.0,,-1.0,,-1.0,-1.0,-2.0,,-1.0,
3371829655,1604,1,-1.0,1.0,1.0,-1.0,1,0,2,-1.0,2.0,1.0,,1.0,,,,,
